,Precio Bolsa Nacional ($/kWh) 2003,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
77,2003-03-17,66.04936,66.04936,66.04936,66.04936,66.04936,79.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,98.14936,126.14936,98.14936,84.14936,80.14936,79.14936
78,2003-03-18,78.24936,78.24936,78.24936,78.24936,78.24936,85.14936,85.14936,85.14936,85.14936,85.14936,85.14936,85.14936,85.14936,85.14936,85.14936,85.14936,85.14936,85.14936,87.64936,88.34936,87.64936,86.14936,85.14936,78.24936
79,2003-03-19,78.84936,78.84936,78.84936,78.84936,78.84936,84.14936,85.04936,85.04936,85.04936,85.04936,85.04936,85.04936,85.04936,85.04936,85.04936,85.04936,85.04936,85.04936,86.14936,87.64936,86.14936,85.04936,84.14936,79.14936
80,2003-03-20,66.04936,66.04936,66.04936,66.04936,66.04936,77.64936,78.64936,78.64936,78.64936,78.64936,78.64936,79.14936,79.14936,78.64936,78.64936,78.64936,78.64936,79.14936,79.14936,86.24936,85.14936,79.14936,77.64936,70.68436
81,2003-03-21,77.19936,77.19936,77.19936,77.19936,77.21936,79.64936,79.64936,79.64936,79.64936,79.64936,85.04936,85.04936,85.04936,79.64936,85.04936,85.04936,85.04936,85.04936,86.14936,86.34936,85.14936,85.04936,79.64936,79.64936
82,2003-03-22,78.14936,78.14936,78.14936,78.14936,78.14936,78.14936,78.14936,78.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,78.14936,78.14936,80.14936,80.14936,83.14936,85.14936,83.14936,80.14936,80.14936,78.14936
83,2003-03-23,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.09936,78.14936,81.14936,78.14936,78.14936,78.09936,78.09936
84,2003-03-24,77.64936,77.64936,76.99936,76.99936,76.99936,77.64936,76.99936,77.64936,77.64936,77.64936,77.64936,77.64936,78.11936,77.64936,77.64936,77.64936,77.64936,77.64936,82.14936,82.14936,82.14936,82.14936,77.64936,77.64936
85,2003-03-25,76.99936,76.99936,76.99936,76.99936,77.14936,77.14936,77.54936,77.54936,77.54936,77.54936,77.74936,77.74936,77.74936,77.74936,77.74936,77.74936,77.74936,77.74936,84.14936,84.14936,83.14936,77.74936,77.14936,77.14936
86,2003-03-26,76.96936,76.96936,76.96936,76.96936,76.96936,77.54936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,80.14936,85.64936,86.14936,85.64936,80.14936,77.54936,76.99936
87,2003-03-27,76.94936,76.94936,76.44936,76.44936,76.96936,76.96936,76.99936,76.99936,77.54936,77.54936,77.54936,77.54936,76.99936,76.99936,76.99936,76.99936,77.54936,77.54936,86.14936,86.14936,86.14936,85.14936,76.99936,76.96936
88,2003-03-28,76.95036,76.24936,76.24936,76.24936,76.95036,76.95036,77.96936,77.96936,77.96936,77.96936,77.96936,77.96936,77.96936,77.96936,77.96936,77.96936,77.96936,77.96936,85.14936,87.24936,85.14936,77.96936,76.95036,76.95036
